text,label,Pattern Category,text_length,clean_text,UID
Protection Filters,0,Not Dark Pattern,2,Protection Filters,0
Flash Sale - Almost Over! 00 HOURS : 55 1001 MINUTES : 0550 8778 SECONDS,1,Urgency,15,Flash Sale - Almost Over! 00 HOURS : 55 1001 MINUTES : 0550 8778 SECONDS,0
Interactive Tent Finder,0,Not Dark Pattern,3,Interactive Tent Finder,0
Cart will expire in 04:53 minutes!,1,Urgency,6,Cart will expire in 04:53 minutes!,0
✕,0,Not Dark Pattern,1,✕,0
"Hurry, Only 4 Left In Stock. Buy Now!",1,Scarcity,8,"Hurry, Only 4 Left In Stock. Buy Now!",0
take me back to shopping,0,Not Dark Pattern,5,take me back to shopping,0
Only 7 left,1,Scarcity,3,Only 7 left,0
89% offers claimed. Hurry up!,1,Scarcity,5,89% offers claimed. Hurry up!,0
"No thanks, I hate cool stuff",1,Misdirection,6,"No thanks, I hate cool stuff",0
Cheryl in Ontario bought 100% Organic Reishi Mushroom Powder 100g about 16 minutes ago,1,Social Proof,14,Cheryl in Ontario bought 100% Organic Reishi Mushroom Powder 100g about 16 minutes ago,0
20 units left,1,Scarcity,3,20 units left,0
High demand,1,Scarcity,2,High demand,0
3642 BOUGHT,1,Social Proof,2,3642 BOUGHT,0
5 in stock,1,Scarcity,3,5 in stock,0
"Nancy in Pennsylvania purchased 24"" Italian Sterling Silver Milano Twist Adjustable Chain",1,Social Proof,12,"Nancy in Pennsylvania purchased 24"" Italian Sterling Silver Milano Twist Adjustable Chain",0
Solar Powered Paw Print Ground Light,0,Not Dark Pattern,6,Solar Powered Paw Print Ground Light,0
Only 1 left,1,Scarcity,3,Only 1 left,0
Candy Melts,0,Not Dark Pattern,2,Candy Melts,0
Romantic Ball Gown Tulle Spaghetti Sleeveless Tier Flower Dirl Dress,0,Not Dark Pattern,10,Romantic Ball Gown Tulle Spaghetti Sleeveless Tier Flower Dirl Dress,0
"Abbie in Calwell, Australia purchased Shark Bite Socks about 1 hour ago",1,Social Proof,12,"Abbie in Calwell, Australia purchased Shark Bite Socks about 1 hour ago",0
Last purchase was 18 minutes ago by someone from Dublin,1,Social Proof,10,Last purchase was 18 minutes ago by someone from Dublin,0
7 users have looked at this product in the past 6 minutes,1,Social Proof,12,7 users have looked at this product in the past 6 minutes,0
Crystal Shivlingas ,0,Not Dark Pattern,2,Crystal Shivlingas,0
Facebook icon,0,Not Dark Pattern,2,Facebook icon,0
 Midleton Very Rare ,0,Not Dark Pattern,3,Midleton Very Rare,0
Pillow & Foam Bed Wedges,0,Not Dark Pattern,5,Pillow & Foam Bed Wedges,0
"Happiness is to hold flowers in both hands. Furthermore, flowers make for an integral part of all occasions and celebrations........ Read More...",0,Not Dark Pattern,22,"Happiness is to hold flowers in both hands. Furthermore, flowers make for an integral part of all occasions and celebrations........ Read More...",0
 Contact Support ,0,Not Dark Pattern,2,Contact Support,0
Only 7 in Stock!,1,Scarcity,4,Only 7 in Stock!,0
Use the left and right arrow keys to navigate the Menu. Use the enter key to activate the submenu on a navigation item. Use escape key to close the submenu. ,0,Not Dark Pattern,30,Use the left and right arrow keys to navigate the Menu. Use the enter key to activate the submenu on a navigation item. Use escape key to close the submenu.,0
Score! You've Qualified for a Checkout Bonus,1,Misdirection,7,Score! You've Qualified for a Checkout Bonus,0
"Someone in Cashmere bought a 
RCM Cosworth Timing Belt Kit 99-02MY EJ20/22/251 hour ago",1,Social Proof,14,Someone in Cashmere bought a RCM Cosworth Timing Belt Kit 99-02MY EJ20/22/251 hour ago,0
"No thanks, I don't like FREE stuff.",1,Misdirection,7,"No thanks, I don't like FREE stuff.",0
"No thanks, I just want the item",1,Misdirection,7,"No thanks, I just want the item",0
ONLY 1 LEFT IN STOCK,1,Scarcity,5,ONLY 1 LEFT IN STOCK,0
Trending now! Added to basket 38 times today,1,Social Proof,8,Trending now! Added to basket 38 times today,0
 Love the way you pay ,0,Not Dark Pattern,5,Love the way you pay,0
Homeware Trends,0,Not Dark Pattern,2,Homeware Trends,0
Victoria Victoria Beckham,0,Not Dark Pattern,3,Victoria Victoria Beckham,0
"In stock, only 1 products left",1,Scarcity,6,"In stock, only 1 products left",0
LAST 1 LEFT,1,Scarcity,3,LAST 1 LEFT,0
 Rain Boots ,0,Not Dark Pattern,2,Rain Boots,0
only 2 left in stock,1,Scarcity,5,only 2 left in stock,0
"No thanks, I don't like deals.",1,Misdirection,6,"No thanks, I don't like deals.",0
Exterior Accessories,0,Not Dark Pattern,2,Exterior Accessories,0
"Size low on stock, only 1 item left",1,Scarcity,8,"Size low on stock, only 1 item left",0
Strength & Functional Training,0,Not Dark Pattern,4,Strength & Functional Training,0
8 people have this in their bag right now.,1,Social Proof,9,8 people have this in their bag right now.,0
Motion Control System,0,Not Dark Pattern,3,Motion Control System,0
11 people viewed this today!,1,Social Proof,5,11 people viewed this today!,0
View All Home Accents,0,Not Dark Pattern,4,View All Home Accents,0
SUBSCRIPTION SUCCESSFUL. THANK YOU!,0,Not Dark Pattern,4,SUBSCRIPTION SUCCESSFUL. THANK YOU!,0
 Lawn Mowers ,0,Not Dark Pattern,2,Lawn Mowers,0
Sale Clothing,0,Not Dark Pattern,2,Sale Clothing,0
 Fashion Floral Short Sleeve Dress ,0,Not Dark Pattern,5,Fashion Floral Short Sleeve Dress,0
How about one of these hot sellers?,1,Misdirection,7,How about one of these hot sellers?,0
Only 3 left,1,Scarcity,3,Only 3 left,0
"Now 20% off, hurry limited time offer!",1,Urgency,7,"Now 20% off, hurry limited time offer!",0
Boys Red School Uniforms,0,Not Dark Pattern,4,Boys Red School Uniforms,0
"No thanks, I don't want a free gift.",1,Misdirection,8,"No thanks, I don't want a free gift.",0
"Hurry! Sale Ends In:

02:59:50",1,Urgency,5,Hurry! Sale Ends In: 02:59:50,0
 info@chainedandable.com ,0,Not Dark Pattern,1,info@chainedandable.com,0
"NO, I'D RATHER PAY FULL PRICE",1,Misdirection,6,"NO, I'D RATHER PAY FULL PRICE",0
activate within 10:00,1,Urgency,3,activate within 10:00,0
There is only one product left!,1,Scarcity,6,There is only one product left!,0
00DAYS00HOURS47MINUTES36SECONDS SALE ENDS ONCE COUNTER HITS ZERO,1,Urgency,7,00DAYS00HOURS47MINUTES36SECONDS SALE ENDS ONCE COUNTER HITS ZERO,0
SAA Standard Membership - Credit/Debit Card - Automatic Annual Fee,0,Not Dark Pattern,10,SAA Standard Membership - Credit/Debit Card - Automatic Annual Fee,0
 Laundry & Cleaning ,0,Not Dark Pattern,3,Laundry & Cleaning,0
"Only 3 left, order soon",1,Scarcity,5,"Only 3 left, order soon",0
 Entertainment Centers & TV Stands ,0,Not Dark Pattern,5,Entertainment Centers & TV Stands,0
"No, I don't feel lucky",1,Misdirection,5,"No, I don't feel lucky",0
STAY IN THE LOOP!,0,Not Dark Pattern,4,STAY IN THE LOOP!,0
1 left in stock. Hurry!,1,Scarcity,5,1 left in stock. Hurry!,0
Blue Raspberry,0,Not Dark Pattern,2,Blue Raspberry,0
Your cart is reserved for 09:35 minutes.,1,Urgency,7,Your cart is reserved for 09:35 minutes.,0
LIMITED TIME ONLY: FREE SHIPPING TO SELECT COUNTRIES ON ORDERS OVER $100!,1,Urgency,12,LIMITED TIME ONLY: FREE SHIPPING TO SELECT COUNTRIES ON ORDERS OVER $100!,0
ONLY A FEW LEFT!,1,Scarcity,4,ONLY A FEW LEFT!,0
"No thanks, I like full price",1,Misdirection,6,"No thanks, I like full price",0
HIGH DEMAND,1,Scarcity,2,HIGH DEMAND,0
JFN Crew Neck Floral Vacation T-Shirt/Tee,0,Not Dark Pattern,6,JFN Crew Neck Floral Vacation T-Shirt/Tee,0
ONLY A FEW LEFT,1,Scarcity,4,ONLY A FEW LEFT,0
 Indoor Festive Lights ,0,Not Dark Pattern,3,Indoor Festive Lights,0
"EastwoodModern, sleek and enchanting, the Eastwood Collection provides comfortable seating while still looking mid-century magnificent.",0,Not Dark Pattern,15,"EastwoodModern, sleek and enchanting, the Eastwood Collection provides comfortable seating while still looking mid-century magnificent.",0
 Synthesis Alloy Collection ,0,Not Dark Pattern,3,Synthesis Alloy Collection,0
MOST POPULAR,1,Social Proof,2,MOST POPULAR,0
"We'd like to send you weekly emails packed full of our lovely products, clearance goodies and cool stuff to win. You can unsubscribe at any time. If you DON'T want to receive these emails, please tick this box. We'd like to send you the occasional brochure so you can get a regular fix of our lovely product! You can unsubscribe at any time. If you DON'T want to receive these brochures, please tick this box. We'd like to introduce you to other brands you might love who will post you the occasional brochure. You can opt out of this at any time. If you DON'T want to receive these brochures, please tick this box.",1,Misdirection,114,"We'd like to send you weekly emails packed full of our lovely products, clearance goodies and cool stuff to win. You can unsubscribe at any time. If you DON'T want to receive these emails, please tick this box. We'd like to send you the occasional brochure so you can get a regular fix of our lovely product! You can unsubscribe at any time. If you DON'T want to receive these brochures, please tick this box. We'd like to introduce you to other brands you might love who will post you the occasional brochure. You can opt out of this at any time. If you DON'T want to receive these brochures, please tick this box.",0
Occasion: Anniversary,0,Not Dark Pattern,2,Occasion: Anniversary,0
8 people have viewed this product today!,1,Social Proof,7,8 people have viewed this product today!,0
30 people have purchased this item,1,Social Proof,6,30 people have purchased this item,0
Musical Toys,0,Not Dark Pattern,2,Musical Toys,0
"Chelsea in Burlington, Wisconsin bought Take Out The Boat Jumpsuit, Blackabout 13 minutes ago",1,Social Proof,14,"Chelsea in Burlington, Wisconsin bought Take Out The Boat Jumpsuit, Blackabout 13 minutes ago",0
"Skin Concerns: Treats mild to moderate acne (including whiteheads, blackheads, pimples, and hormonal acne) and excess oiliness.",0,Not Dark Pattern,17,"Skin Concerns: Treats mild to moderate acne (including whiteheads, blackheads, pimples, and hormonal acne) and excess oiliness.",0
Limited Time Offer!,1,Urgency,3,Limited Time Offer!,0
Events and Entertainment,0,Not Dark Pattern,3,Events and Entertainment,0
About UsNews & Articles,0,Not Dark Pattern,4,About UsNews & Articles,0
Almost gone! Only 3 left In Stock,1,Scarcity,7,Almost gone! Only 3 left In Stock,0
 Low Maintenance Plants ,0,Not Dark Pattern,3,Low Maintenance Plants,0
 Men's Apparel Collection ,0,Not Dark Pattern,3,Men's Apparel Collection,0
 View All Parts ,0,Not Dark Pattern,3,View All Parts,0
"We are one of the best online printing technology & solution company successfully serving local and international customers to cherish the joy, love and precious moments in life with various products. Being an instrument to spread your joy and love in a beautiful way we take pride in providing the best quality services. ",0,Not Dark Pattern,53,"We are one of the best online printing technology & solution company successfully serving local and international customers to cherish the joy, love and precious moments in life with various products. Being an instrument to spread your joy and love in a beautiful way we take pride in providing the best quality services.",0
3 people are looking at this product,1,Social Proof,7,3 people are looking at this product,0
38 people are viewing this,1,Social Proof,5,38 people are viewing this,0
"no thanks, I don't like to save",1,Misdirection,7,"no thanks, I don't like to save",0
00 HRS 57 MINS 56 SECS,1,Urgency,6,00 HRS 57 MINS 56 SECS,0
Shop all interactive whiteboards,0,Not Dark Pattern,4,Shop all interactive whiteboards,0
Sign up to stay up to date on all White Cloud news and savings!,0,Not Dark Pattern,14,Sign up to stay up to date on all White Cloud news and savings!,0
"Stacey in Saint Marys, United States purchased Extra Long (10 Ft) Fiber Cloth Sync & Charge USB Android Cable - Assorted Colors about 30 minutes ago",1,Social Proof,26,"Stacey in Saint Marys, United States purchased Extra Long (10 Ft) Fiber Cloth Sync & Charge USB Android Cable - Assorted Colors about 30 minutes ago",0
Hurry! Only 6 left in stock!,1,Scarcity,6,Hurry! Only 6 left in stock!,0
Only 1 Left in this Size!,1,Scarcity,6,Only 1 Left in this Size!,0
These pieces are not yet in stock but will be shipped as soon as they are available. The estimated ship date will be noted on the product page.,0,Not Dark Pattern,28,These pieces are not yet in stock but will be shipped as soon as they are available. The estimated ship date will be noted on the product page.,0
"Our website implements the ARIA attributes (Accessible Rich Internet Applications) technique, alongside various behavioral changes, to ensure blind users visiting with screen-readers can read, comprehend, and enjoy the website’s functions. As soon as a user with a screen-reader enters your site, they immediately receive a prompt to enter the Screen-Reader Profile so they can browse and operate your site effectively. Here’s how our website covers some of the most important screen-reader requirements:",0,Not Dark Pattern,72,"Our website implements the ARIA attributes (Accessible Rich Internet Applications) technique, alongside various behavioral changes, to ensure blind users visiting with screen-readers can read, comprehend, and enjoy the website’s functions. As soon as a user with a screen-reader enters your site, they immediately receive a prompt to enter the Screen-Reader Profile so they can browse and operate your site effectively. Here’s how our website covers some of the most important screen-reader requirements:",0
Only 7 left!,1,Scarcity,3,Only 7 left!,0
 Yearly ,0,Not Dark Pattern,1,Yearly,0
" to resolve the issue, or ",0,Not Dark Pattern,5,"to resolve the issue, or",0
Shop by Activity,0,Not Dark Pattern,3,Shop by Activity,0
 Home » ,0,Not Dark Pattern,2,Home »,0
Lace Front African American Wigs,0,Not Dark Pattern,5,Lace Front African American Wigs,0
SRX Remotes,0,Not Dark Pattern,2,SRX Remotes,0
 PAVILION LONG SLEEVE SHIRT DRESS Cornflower Stripe ,0,Not Dark Pattern,7,PAVILION LONG SLEEVE SHIRT DRESS Cornflower Stripe,0
"Son in Suisun City, United States purchased Commander Lex",1,Social Proof,9,"Son in Suisun City, United States purchased Commander Lex",0
All Brands A-Z ,0,Not Dark Pattern,3,All Brands A-Z,0
Icon MTB Socks - Black/Green,0,Not Dark Pattern,5,Icon MTB Socks - Black/Green,0
Focus remotes,0,Not Dark Pattern,2,Focus remotes,0
3DAYS124606,1,Urgency,1,3DAYS124606,0
"To cancel your order before it ships, call us.",1,Obstruction,9,"To cancel your order before it ships, call us.",0
Signup for email updates from Car and Truck Remotes!,0,Not Dark Pattern,9,Signup for email updates from Car and Truck Remotes!,0
"Easy, awesome! ready to go. Held a charge first night",0,Not Dark Pattern,10,"Easy, awesome! ready to go. Held a charge first night",0
More than 752 users are adding shapewear to their cart. Is your size left?,1,Social Proof,14,More than 752 users are adding shapewear to their cart. Is your size left?,0
Newborn & InfantYouthAdjustableFlexSnapbacksSale Items- View All -,0,Not Dark Pattern,7,Newborn & InfantYouthAdjustableFlexSnapbacksSale Items- View All -,0
Flat Top,0,Not Dark Pattern,2,Flat Top,0
CPUs & Processors,0,Not Dark Pattern,3,CPUs & Processors,0
Brand Directory ,0,Not Dark Pattern,2,Brand Directory,0
"No, I don't feel lucky.",1,Misdirection,5,"No, I don't feel lucky.",0
Only 2 left in stock. Make it yours.,1,Scarcity,8,Only 2 left in stock. Make it yours.,0
"For more information about the VIP Rewards Club Membership, to purchase or terminate a membership, or to start or stop automatic renewal of a membership, contact Ross-Simons Customer Service by postal mail at: Ross-Simons, 9 Ross-Simons Drive, Cranston, Rhode Island 02920; or by email at customerservice@ross-simons.com; or by calling the VIP Rewards Club priority line at 800-835-3799.",1,Obstruction,57,"For more information about the VIP Rewards Club Membership, to purchase or terminate a membership, or to start or stop automatic renewal of a membership, contact Ross-Simons Customer Service by postal mail at: Ross-Simons, 9 Ross-Simons Drive, Cranston, Rhode Island 02920; or by email at customerservice@ross-simons.com; or by calling the VIP Rewards Club priority line at 800-835-3799.",0
  ,0,Not Dark Pattern,1,,0
"Sayeeganesh in Chennai, India just bought Dhoni the Finisher T-Shirt an hour ago",1,Social Proof,13,"Sayeeganesh in Chennai, India just bought Dhoni the Finisher T-Shirt an hour ago",0
Only 1 left in stock.,1,Scarcity,5,Only 1 left in stock.,0
 Candy & Snacks ,0,Not Dark Pattern,3,Candy & Snacks,0
"Only 1 left , In Stock",1,Scarcity,6,"Only 1 left , In Stock",0
65% of our customers added Surefit protection this year.,1,Social Proof,9,65% of our customers added Surefit protection this year.,0
50% OFF for Limited Time Only!!!,1,Urgency,6,50% OFF for Limited Time Only!!!,0
 Active Filters English English ✘ Remove Filter ,0,Not Dark Pattern,7,Active Filters English English ✘ Remove Filter,0
HURRY! ENDS IN: 11 HRS 20 MIN 13 SEC,1,Urgency,9,HURRY! ENDS IN: 11 HRS 20 MIN 13 SEC,0
"Sabrina in Paraparaumu, New Zealand purchased a SCHO-KA-KOLA Schokakola energy Chocolate caffeine snack food MRE caffeinated ",1,Social Proof,16,"Sabrina in Paraparaumu, New Zealand purchased a SCHO-KA-KOLA Schokakola energy Chocolate caffeine snack food MRE caffeinated",0
YOUR CART IS ELIGIBLE FOR AN ADDITIONAL 10% OFF Including Current Promotions + Sale & Clearance 00 hours :29 minutes :26 seconds CHECK OUT NOW,1,Urgency,25,YOUR CART IS ELIGIBLE FOR AN ADDITIONAL 10% OFF Including Current Promotions + Sale & Clearance 00 hours :29 minutes :26 seconds CHECK OUT NOW,0
 MIN Twins ,0,Not Dark Pattern,2,MIN Twins,0
Wedding Cross Stich & Embroidery Patterns,0,Not Dark Pattern,6,Wedding Cross Stich & Embroidery Patterns,0
Choose Type of Cookies You Accept Using,0,Not Dark Pattern,7,Choose Type of Cookies You Accept Using,0
 ★ ★ ★ ★ ★ ,0,Not Dark Pattern,5,★ ★ ★ ★ ★,0
10 SEATS LEFT,1,Scarcity,3,10 SEATS LEFT,0
(Only 5 Left),1,Scarcity,3,(Only 5 Left),0
 Mixed Wine Cases ,0,Not Dark Pattern,3,Mixed Wine Cases,0
Let's make sure you have everything else you need,1,Misdirection,9,Let's make sure you have everything else you need,0
80% offers claimed. Hurry up!,1,Scarcity,5,80% offers claimed. Hurry up!,0
WhiteBoho Rose Comforter and Sham Set,0,Not Dark Pattern,6,WhiteBoho Rose Comforter and Sham Set,0
Your order is reserved for 09:57 minutes!,1,Urgency,7,Your order is reserved for 09:57 minutes!,0
 ₪ ILS ,0,Not Dark Pattern,2,₪ ILS,0
 Cooling & Air Treatment ,0,Not Dark Pattern,4,Cooling & Air Treatment,0
"Mother’s Day is undoubtedly a significant occasion for all mothers. But, for the new moms, it is even more special. If you........... Read More...",0,Not Dark Pattern,24,"Mother’s Day is undoubtedly a significant occasion for all mothers. But, for the new moms, it is even more special. If you........... Read More...",0
LAYAWAY SALE WE WILL MATCH YOUR INITIAL PAYMENT. LIMITED TIME ONLY,1,Urgency,11,LAYAWAY SALE WE WILL MATCH YOUR INITIAL PAYMENT. LIMITED TIME ONLY,0
HURRY! ENDS IN: 10 HRS 40 MIN 00 SEC,1,Urgency,9,HURRY! ENDS IN: 10 HRS 40 MIN 00 SEC,0
Mary Janes,0,Not Dark Pattern,2,Mary Janes,0
Select Your Year,0,Not Dark Pattern,3,Select Your Year,0
What treats can I use?,0,Not Dark Pattern,5,What treats can I use?,0
We curate the very best in creative and innovative fashion for the EDM Lifestyle. ,0,Not Dark Pattern,14,We curate the very best in creative and innovative fashion for the EDM Lifestyle.,0
Only 20 left,1,Scarcity,3,Only 20 left,0
 Terms of Service ,0,Not Dark Pattern,3,Terms of Service,0
Upright Plants,0,Not Dark Pattern,2,Upright Plants,0
Your one-time offer! Enjoy 10% off sitewide. Applied at checkout Offer ends in: 04 hrs 37 min 56 sec,1,Urgency,19,Your one-time offer! Enjoy 10% off sitewide. Applied at checkout Offer ends in: 04 hrs 37 min 56 sec,0
"""Your purchase entitles you to the following special""",1,Misdirection,8,"""Your purchase entitles you to the following special""",0
 Brass Shankh ,0,Not Dark Pattern,2,Brass Shankh,0
2 people are looking right now,1,Social Proof,6,2 people are looking right now,0
Boys Shorts,0,Not Dark Pattern,2,Boys Shorts,0
IN HIGH DEMAND!,1,Scarcity,3,IN HIGH DEMAND!,0
Low Stock Only 2 left,1,Scarcity,5,Low Stock Only 2 left,0
Anaheim DucksArizona CoyotesCalgary FlamesChicago BlackhawksColorado AvalancheDallas StarsEdmonton OilersLos Angeles KingsMinnesota Wild,0,Not Dark Pattern,11,Anaheim DucksArizona CoyotesCalgary FlamesChicago BlackhawksColorado AvalancheDallas StarsEdmonton OilersLos Angeles KingsMinnesota Wild,0
Blankets Throws,0,Not Dark Pattern,2,Blankets Throws,0
Shop Disposables,0,Not Dark Pattern,2,Shop Disposables,0
 Free Delivery to Home & Next day delivery available to store* ,0,Not Dark Pattern,10,Free Delivery to Home & Next day delivery available to store*,0
Limited-time Deal,1,Scarcity,2,Limited-time Deal,0
Limited time - Free Shipping on all orders*,1,Urgency,8,Limited time - Free Shipping on all orders*,0
Surgical & Face Masks,0,Not Dark Pattern,4,Surgical & Face Masks,0
Hurry! Only 4 left in stock.,1,Scarcity,6,Hurry! Only 4 left in stock.,0
"No thanks, I despise coupons!",1,Misdirection,5,"No thanks, I despise coupons!",0
Shop Men's Styles,0,Not Dark Pattern,3,Shop Men's Styles,0
"If you are one of those constantly devoted to healthy eating, weight loss plans,..",0,Not Dark Pattern,14,"If you are one of those constantly devoted to healthy eating, weight loss plans,..",0
"JULIE in Oak Brook, United States purchased a Watercolor Brush Pens 24 Refillable Colors with Travel Case about 10 hours ago",1,Social Proof,21,"JULIE in Oak Brook, United States purchased a Watercolor Brush Pens 24 Refillable Colors with Travel Case about 10 hours ago",0
"For a limited time, buy 2 Hydroxycut Hardcore Elite, 30 Servings for $30!",1,Urgency,13,"For a limited time, buy 2 Hydroxycut Hardcore Elite, 30 Servings for $30!",0
(5 Left),1,Scarcity,2,(5 Left),0
 Choosing the Best Plus Size Briefs ,0,Not Dark Pattern,6,Choosing the Best Plus Size Briefs,0
FREE SHIPPING FOR A LIMITED TIME | PRICES ARE IN USD AND INCLUDE ALL IMPORT DUTIES.,1,Urgency,16,FREE SHIPPING FOR A LIMITED TIME | PRICES ARE IN USD AND INCLUDE ALL IMPORT DUTIES.,0
 Cable Winders ,0,Not Dark Pattern,2,Cable Winders,0
TSX Remotes,0,Not Dark Pattern,2,TSX Remotes,0
Only 3 Left In Stock,1,Scarcity,5,Only 3 Left In Stock,0
Baby Bathtubs,0,Not Dark Pattern,2,Baby Bathtubs,0
Only 14 left,1,Scarcity,3,Only 14 left,0
33 people are eyeing this item!,1,Social Proof,6,33 people are eyeing this item!,0
"Nice choice. Did you know you’re missing out on these deals with the item in your cart. Suit + Shirt + Tie now $599.99* - Shop Suits, Shirts and Ties Or Get 2 Suit Packages for $1100*",1,Misdirection,37,"Nice choice. Did you know you’re missing out on these deals with the item in your cart. Suit + Shirt + Tie now $599.99* - Shop Suits, Shirts and Ties Or Get 2 Suit Packages for $1100*",0
"No thanks, I don't like saving money",1,Misdirection,7,"No thanks, I don't like saving money",0
Only 1 Left in Stock. Buy Soon!,1,Scarcity,7,Only 1 Left in Stock. Buy Soon!,0
19 people have viewed this item,1,Social Proof,6,19 people have viewed this item,0
Crossman Air Pistols,0,Not Dark Pattern,3,Crossman Air Pistols,0
"No Thanks, I'd Rather Pay Full Price",1,Misdirection,7,"No Thanks, I'd Rather Pay Full Price",0
Harry Potter ,0,Not Dark Pattern,2,Harry Potter,0
FilterSortFeaturedPrice: Low to HighPrice: High to LowAlphabetical: A-ZAlphabetical: Z-A,0,Not Dark Pattern,9,FilterSortFeaturedPrice: Low to HighPrice: High to LowAlphabetical: A-ZAlphabetical: Z-A,0
We only have 8.0000 left in Stock,1,Scarcity,7,We only have 8.0000 left in Stock,0
"Hurry, Sale ends in 9 Hours!",1,Urgency,6,"Hurry, Sale ends in 9 Hours!",0
Jewelry Care Kit,0,Not Dark Pattern,3,Jewelry Care Kit,0
Give a Gift,0,Not Dark Pattern,3,Give a Gift,0
 First name * ,0,Not Dark Pattern,3,First name *,0
166 people have added this item to cart,1,Social Proof,8,166 people have added this item to cart,0
LIMITED TIME LEFT! 00 : 46 : 11,1,Urgency,8,LIMITED TIME LEFT! 00 : 46 : 11,0
Speak with our customer-care executive who will help you with your buying.,0,Not Dark Pattern,12,Speak with our customer-care executive who will help you with your buying.,0
Mechanic's Wear,0,Not Dark Pattern,2,Mechanic's Wear,0
Please note: we do not ship to PO Boxes,0,Not Dark Pattern,9,Please note: we do not ship to PO Boxes,0
"Michael M. from Lacey, WA just bought a Cal King",1,Social Proof,10,"Michael M. from Lacey, WA just bought a Cal King",0
"Products are automatically delivered on your schedule. No obligation, modify or cancel your subscription anytime. ",0,Not Dark Pattern,15,"Products are automatically delivered on your schedule. No obligation, modify or cancel your subscription anytime.",0
There are only 1 item left in stock.,1,Scarcity,8,There are only 1 item left in stock.,0
Free Shipping*,0,Not Dark Pattern,2,Free Shipping*,0
"Crystals are alive. Born inside Mother Earth, crystal energy can be felt just like heat or cold. For chakra training to astrological remedies, discover healing crystals.",0,Not Dark Pattern,26,"Crystals are alive. Born inside Mother Earth, crystal energy can be felt just like heat or cold. For chakra training to astrological remedies, discover healing crystals.",0
A-Z Luxury Brands,0,Not Dark Pattern,3,A-Z Luxury Brands,0
ALMOST GONE - only 2 remaining!,1,Scarcity,6,ALMOST GONE - only 2 remaining!,0
Offer ends in 03 days 19 hours : 54 mins : 22 secs,1,Urgency,13,Offer ends in 03 days 19 hours : 54 mins : 22 secs,0
Over 200 views in 24 hrs,1,Social Proof,6,Over 200 views in 24 hrs,0
"Hurry, only 302 left.",1,Scarcity,4,"Hurry, only 302 left.",0
Shotgun Bore Mops,0,Not Dark Pattern,3,Shotgun Bore Mops,0
POPULAR 64 others checked this out in the last few hours.,1,Social Proof,11,POPULAR 64 others checked this out in the last few hours.,0
ONLY 5 LEFT IN STOCK,1,Scarcity,5,ONLY 5 LEFT IN STOCK,0
"No thanks, I hate saving money",1,Misdirection,6,"No thanks, I hate saving money",0
Moroccan Rugs,0,Not Dark Pattern,2,Moroccan Rugs,0
ONLY AVAILABLE FOR A LIMITED TIME,1,Urgency,6,ONLY AVAILABLE FOR A LIMITED TIME,0
 Sprouting ,0,Not Dark Pattern,1,Sprouting,0
Help us #savethefishies.,0,Not Dark Pattern,3,Help us #savethefishies.,0
5 items left,1,Scarcity,3,5 items left,0
This product was viewed 26 seconds ago by someone from Princeton,1,Social Proof,11,This product was viewed 26 seconds ago by someone from Princeton,0
ONLY 1 ITEM LEFT!,1,Scarcity,4,ONLY 1 ITEM LEFT!,0
ONLY 11 LEFT,1,Scarcity,3,ONLY 11 LEFT,0
Only a few left of this product!,1,Scarcity,7,Only a few left of this product!,0
JFN Scallop V Neck Solid Casual T-Shirt/Tee,0,Not Dark Pattern,7,JFN Scallop V Neck Solid Casual T-Shirt/Tee,0
Purchased 6 times this week.,1,Social Proof,5,Purchased 6 times this week.,0
Crochet Baby Patterns,0,Not Dark Pattern,3,Crochet Baby Patterns,0
Felizer Designer Diamond studded Round Dial Metal starp watch for Women & Girls - Silver (Heart design) Analog,0,Not Dark Pattern,18,Felizer Designer Diamond studded Round Dial Metal starp watch for Women & Girls - Silver (Heart design) Analog,0
 Home / Black Tapered Belted Cigarette Trousers - Myasia ,0,Not Dark Pattern,9,Home / Black Tapered Belted Cigarette Trousers - Myasia,0
Only 4 left at this price,1,Scarcity,6,Only 4 left at this price,0
"Once a celebrated author of short stories now in his twilight years, ",0,Not Dark Pattern,12,"Once a celebrated author of short stories now in his twilight years,",0
Recent Searches,0,Not Dark Pattern,2,Recent Searches,0
 Brand case & cloth included ,0,Not Dark Pattern,5,Brand case & cloth included,0
Hair Color + Highlights,0,Not Dark Pattern,4,Hair Color + Highlights,0
"We combined powerful, yet gentle acne-fighting ingredients with our own unique plant-based complexes to help reduce irritation and redness associated with acne and breakouts. The result? Skin that’s nourished, smooth, and most importantly, clear!",0,Not Dark Pattern,34,"We combined powerful, yet gentle acne-fighting ingredients with our own unique plant-based complexes to help reduce irritation and redness associated with acne and breakouts. The result? Skin that’s nourished, smooth, and most importantly, clear!",0
"Only 2 left, order soon",1,Scarcity,5,"Only 2 left, order soon",0
 Food ,0,Not Dark Pattern,1,Food,0
MORE WAYS TO SHOP,0,Not Dark Pattern,4,MORE WAYS TO SHOP,0
Your shopping cart is empty.,0,Not Dark Pattern,5,Your shopping cart is empty.,0
